TierID_TVD;Rasse;ebv_LBEB_FUGLIEDERSTAERKE;rel_LBEB_FUGLIEDERSTAERKE;nDau_LBEB_FUGLIEDERSTAERKE;nHerd_LBEB_FUGLIEDERSTAERKE;ebv_LBEB_FUSTELLUNGVORNE;rel_LBEB_FUSTELLUNGVORNE;nDau_LBEB_FUSTELLUNGVORNE;nHerd_LBEB_FUSTELLUNGVORNE;ebv_LBEB_FUSPRUNGGELENKWINKELUNG;rel_LBEB_FUSPRUNGGELENKWINKELUNG;nDau_LBEB_FUSPRUNGGELENKWINKELUNG;nHerd_LBEB_FUSPRUNGGELENKWINKELUNG;ebv_LBEB_FUFESSELN;rel_LBEB_FUFESSELN;nDau_LBEB_FUFESSELN;nHerd_LBEB_FUFESSELN;ebv_LBEB_FUKLAUEN;rel_LBEB_FUKLAUEN;nDau_LBEB_FUKLAUEN;nHerd_LBEB_FUKLAUEN;ebv_LBEB_FOEUTERLAENGE;rel_LBEB_FOEUTERLAENGE;nDau_LBEB_FOEUTERLAENGE;nHerd_LBEB_FOEUTERLAENGE;ebv_LBEB_FOEUTERTIEFE;rel_LBEB_FOEUTERTIEFE;nDau_LBEB_FOEUTERTIEFE;nHerd_LBEB_FOEUTERTIEFE;ebv_LBEB_FOZITZENLAENGE;rel_LBEB_FOZITZENLAENGE;nDau_LBEB_FOZITZENLAENGE;nHerd_LBEB_FOZITZENLAENGE;ebv_LBEB_FOZITZENDICKE;rel_LBEB_FOZITZENDICKE;nDau_LBEB_FOZITZENDICKE;nHerd_LBEB_FOZITZENDICKE;ebv_LBEB_BEKONDITION;rel_LBEB_BEKONDITION;nDau_LBEB_BEKONDITION;nHerd_LBEB_BEKONDITION;ebv_LBEB_BESCHULTER;rel_LBEB_BESCHULTER;nDau_LBEB_BESCHULTER;nHerd_LBEB_BESCHULTER;ebv_LBEB_BELENDEN;rel_LBEB_BELENDEN;nDau_LBEB_BELENDEN;nHerd_LBEB_BELENDEN;ebv_LBEB_BESTOTZENRUNDUNG;rel_LBEB_BESTOTZENRUNDUNG;nDau_LBEB_BESTOTZENRUNDUNG;nHerd_LBEB_BESTOTZENRUNDUNG;ebv_LBEB_BESTOTZENLAENGE;rel_LBEB_BESTOTZENLAENGE;nDau_LBEB_BESTOTZENLAENGE;nHerd_LBEB_BESTOTZENLAENGE
FR042871015410;CH;108.128;0.568;12;6;90.667;0.511;12;6;115.562;0.561;12;6;111.348;0.563;12;6;82.074;0.362;12;6;81.857;0.494;12;6;107.189;0.512;12;6;117.643;0.638;12;6;92.472;0.571;12;6;92.59;0.517;12;6;101.949;0.576;12;6;102.518;0.56;12;6;96.423;0.577;12;6;96.104;0.494;12;6
FR042891013168;CH;129.118;0.4;4;3;74.669;0.345;4;3;130.88;0.397;4;3;129.289;0.399;4;3;91.061;0.245;4;3;91.341;0.331;4;3;100.696;0.348;4;3;122.971;0.475;4;3;107.887;0.408;4;3;96.017;0.356;4;3;106.049;0.408;4;3;100.383;0.393;4;3;96.605;0.408;4;3;105.944;0.34;4;3
FR042891025550;CH;136.298;0.224;1;1;88.442;0.19;1;1;114.338;0.228;1;1;114.364;0.228;1;1;103.641;0.14;1;1;92.748;0.182;1;1;100.142;0.193;1;1;106.114;0.279;1;1;108.658;0.235;1;1;90.696;0.202;1;1;97.601;0.236;1;1;98.707;0.225;1;1;88.914;0.234;1;1;94.057;0.195;1;1
FR042911015967;CH;111.63;0.428;5;3;83.149;0.376;5;3;110.893;0.427;5;3;106.387;0.428;5;3;96.291;0.271;5;3;100.182;0.363;5;3;94.937;0.379;5;3;111.178;0.499;5;3;121.649;0.436;5;3;95.964;0.388;5;3;101.607;0.442;5;3;98.503;0.426;5;3;87.272;0.44;5;3;92.596;0.373;5;3
FR042911042482;CH;132.218;0.197;1;1;87.801;0.168;1;1;117.531;0.202;1;1;110.808;0.202;1;1;99.114;0.126;1;1;101.832;0.162;1;1;90.656;0.171;1;1;123.418;0.245;1;1;116.843;0.208;1;1;91.632;0.18;1;1;100.511;0.212;1;1;92.395;0.201;1;1;91.741;0.209;1;1;98.735;0.175;1;1
FR042931005993;CH;132.626;0.475;9;7;89.73;0.42;9;7;134.248;0.471;9;7;122.245;0.473;9;7;89.684;0.302;9;7;110.495;0.405;9;7;91.013;0.423;9;7;108.21;0.547;9;7;103.699;0.481;9;7;103.625;0.431;9;7;109.128;0.488;9;7;104.741;0.471;9;7;94.024;0.486;9;7;101.3;0.413;9;7
FR042941060104;CH;120.627;0.272;2;2;95.65;0.232;2;2;123.513;0.275;2;2;122.219;0.275;2;2;92.082;0.17;2;2;110.461;0.223;2;2;91.333;0.235;2;2;106.402;0.335;2;2;106.885;0.283;2;2;99.114;0.244;2;2;108.765;0.285;2;2;102.495;0.272;2;2;102.409;0.283;2;2;101.648;0.236;2;2
FR042961056033;CH;126.694;0.381;6;4;91.081;0.333;6;4;124.273;0.382;6;4;114.646;0.382;6;4;98.17;0.246;6;4;115.826;0.322;6;4;85.815;0.337;6;4;107.856;0.448;6;4;112.734;0.39;6;4;96.673;0.348;6;4;105.483;0.399;6;4;96.171;0.382;6;4;98.629;0.395;6;4;100.279;0.336;6;4
FR042981037111;CH;133.262;0.214;2;1;80.557;0.183;2;1;129.726;0.219;2;1;124.82;0.219;2;1;94.808;0.141;2;1;96.436;0.177;2;1;101.423;0.187;2;1;115.587;0.262;2;1;114.135;0.224;2;1;100.567;0.197;2;1;108.762;0.231;2;1;101.385;0.219;2;1;100.426;0.227;2;1;100.371;0.192;2;1
FR043940742862;LM;105.145;0.086;1;1;97.652;0.073;1;1;103.734;0.09;1;1;100.665;0.09;1;1;101.608;0.057;1;1;98.467;0.07;1;1;99.649;0.075;1;1;100.752;0.11;1;1;100.035;0.093;1;1;98.238;0.08;1;1;101.09;0.095;1;1;99.716;0.09;1;1;106.421;0.093;1;1;100.792;0.078;1;1
FR044465836579;LM;99.32;0.111;2;1;97.616;0.09;2;1;98.266;0.113;2;1;95.189;0.113;2;1;100.058;0.066;2;1;100.354;0.086;2;1;102.953;0.092;2;1;103.168;0.148;2;1;100.641;0.119;2;1;101.319;0.096;2;1;104.114;0.115;2;1;105.861;0.109;2;1;104.282;0.114;2;1;103.104;0.093;2;1
FR045227900149;CH;130.163;0.25;3;1;86.9;0.212;3;1;119.203;0.253;3;1;111.099;0.253;3;1;102.023;0.163;3;1;104.321;0.205;3;1;94.328;0.216;3;1;111.854;0.307;3;1;112.037;0.26;3;1;102.897;0.226;3;1;108.48;0.264;3;1;99.28;0.251;3;1;98.828;0.261;3;1;100.061;0.22;3;1
FR045871001629;CH;127.166;0.723;18;8;72.185;0.675;18;8;126.911;0.711;18;8;112.898;0.714;18;8;93.016;0.498;18;8;108.002;0.658;18;8;97.354;0.674;18;8;108.164;0.776;18;8;100.748;0.721;18;8;104.679;0.675;18;8;114.506;0.727;18;8;113.11;0.715;18;8;103.088;0.73;18;8;104.919;0.646;18;8
FR045941005519;CH;132.266;0.387;5;4;76.278;0.344;5;4;113.913;0.391;5;4;104.525;0.391;5;4;103.246;0.269;5;4;111.524;0.335;5;4;93.033;0.349;5;4;102.247;0.447;5;4;105.678;0.396;5;4;104.976;0.363;5;4;115.411;0.415;5;4;111.675;0.397;5;4;103.033;0.409;5;4;106.443;0.355;5;4
FR048950012738;LM;103.202;0.07;1;1;102.521;0.057;1;1;99.764;0.072;1;1;99.603;0.072;1;1;100.934;0.043;1;1;98.378;0.055;1;1;100.696;0.059;1;1;104.368;0.092;1;1;101.882;0.075;1;1;99.974;0.062;1;1;100.502;0.074;1;1;100.819;0.07;1;1;102.898;0.073;1;1;98.61;0.06;1;1
FR049616797877;LM;103.381;0.31;2;1;98.376;0.279;2;1;104.421;0.319;2;1;109.035;0.317;2;1;99.22;0.244;2;1;98.052;0.276;2;1;88.78;0.285;2;1;99.657;0.352;2;1;108.307;0.319;2;1;95.454;0.304;2;1;97.138;0.351;2;1;93.401;0.332;2;1;98.464;0.34;2;1;97.415;0.305;2;1
FR049789080721;CH;127.782;0.068;1;1;86.083;0.056;1;1;120.759;0.07;1;1;115.326;0.07;1;1;96.205;0.042;1;1;103.273;0.053;1;1;95.392;0.057;1;1;114.589;0.09;1;1;111.992;0.073;1;1;96.778;0.06;1;1;105.64;0.072;1;1;101.357;0.068;1;1;95.617;0.071;1;1;100.39;0.058;1;1
FR050049796214;LM;98.587;0.067;1;1;97.517;0.055;1;1;101.938;0.069;1;1;101.436;0.069;1;1;97.129;0.041;1;1;98.888;0.053;1;1;100.454;0.056;1;1;101.981;0.09;1;1;102.591;0.072;1;1;96.33;0.059;1;1;97.607;0.071;1;1;97.741;0.067;1;1;100.464;0.07;1;1;97.071;0.057;1;1
FR050059445829;LM;112.339;0.376;1;1;95.303;0.323;1;1;113.986;0.375;1;1;109.648;0.376;1;1;101.435;0.23;1;1;106.616;0.31;1;1;109.858;0.326;1;1;97.638;0.451;1;1;92.637;0.385;1;1;95.434;0.334;1;1;97.19;0.384;1;1;99.818;0.37;1;1;99.461;0.384;1;1;100.405;0.32;1;1
FR052328012190;CH;122.463;0.424;10;5;91.024;0.367;10;5;108.576;0.42;10;5;98.696;0.422;10;5;100.173;0.262;10;5;108.546;0.352;10;5;90.578;0.37;10;5;111.974;0.502;10;5;112.35;0.432;10;5;101.371;0.377;10;5;113.595;0.431;10;5;105.184;0.416;10;5;97.027;0.432;10;5;108.489;0.361;10;5
FR052328020287;CH;142.443;0.193;4;1;89.896;0.158;4;1;120.01;0.194;4;1;118.503;0.195;4;1;103.708;0.115;4;1;101.887;0.151;4;1;89.497;0.162;4;1;113.22;0.25;4;1;116.307;0.204;4;1;102.755;0.168;4;1;108.974;0.198;4;1;104.018;0.189;4;1;95.458;0.198;4;1;101.929;0.161;4;1
FR052940755543;CH;129.604;0.167;1;1;83.537;0.146;1;1;116.604;0.174;1;1;115.142;0.173;1;1;98.882;0.127;1;1;109.053;0.143;1;1;92.547;0.149;1;1;105.589;0.198;1;1;110.347;0.175;1;1;96.469;0.162;1;1;104.771;0.191;1;1;101.719;0.179;1;1;92.781;0.184;1;1;101.788;0.162;1;1
FR054540452877;LM;107.608;0.266;5;4;101.46;0.225;5;4;106.927;0.268;5;4;103.1;0.269;5;4;101.782;0.163;5;4;95.139;0.216;5;4;99.625;0.228;5;4;101.625;0.329;5;4;101.383;0.277;5;4;91.457;0.237;5;4;94.904;0.276;5;4;94.129;0.264;5;4;96.4;0.275;5;4;92.872;0.228;5;4
FR054543736790;LM;103.537;0.146;2;2;98.288;0.122;2;2;104.224;0.15;2;2;101.469;0.15;2;2;99.807;0.091;2;2;99.837;0.117;2;2;100.169;0.124;2;2;104.508;0.187;2;2;103.349;0.155;2;2;102.834;0.131;2;2;104.19;0.155;2;2;103.696;0.147;2;2;105.146;0.153;2;2;102.108;0.127;2;2
FR054544884902;LM;103.794;0.15;3;2;92.985;0.123;3;2;105.9;0.152;3;2;105.656;0.152;3;2;97.274;0.09;3;2;97.588;0.117;3;2;97.146;0.125;3;2;99.569;0.196;3;2;97.534;0.159;3;2;96.208;0.131;3;2;97.178;0.155;3;2;94.996;0.147;3;2;97.657;0.154;3;2;96.544;0.126;3;2
FR054545466015;LM;103.148;0.2;3;2;97.849;0.168;3;2;105.012;0.203;3;2;99.034;0.203;3;2;101.483;0.126;3;2;101.359;0.161;3;2;103.157;0.171;3;2;103.772;0.251;3;2;99.837;0.209;3;2;95.618;0.179;3;2;93.169;0.211;3;2;96.366;0.2;3;2;94.435;0.209;3;2;92.402;0.174;3;2
FR055001345707;LM;105.373;0.308;1;1;103.762;0.282;1;1;103.973;0.319;1;1;100.312;0.316;1;1;102.456;0.28;1;1;95.397;0.281;1;1;98.248;0.288;1;1;107.828;0.336;1;1;104.647;0.314;1;1;99.75;0.313;1;1;99.261;0.361;1;1;101.54;0.339;1;1;98.49;0.345;1;1;97.076;0.32;1;1
FR056274581175;LM;91.902;0.379;9;1;88.872;0.324;9;1;111.808;0.376;9;1;101.55;0.378;9;1;88.759;0.23;9;1;98.378;0.31;9;1;103.252;0.327;9;1;100.324;0.456;9;1;104.478;0.388;9;1;84.429;0.335;9;1;85.605;0.385;9;1;84.212;0.371;9;1;90.77;0.386;9;1;88.706;0.32;9;1
FR057031524978;LM;101.205;0.058;1;1;95.624;0.047;1;1;98.799;0.06;1;1;99.141;0.06;1;1;100.982;0.035;1;1;97.029;0.045;1;1;104.123;0.048;1;1;97.769;0.078;1;1;96.919;0.063;1;1;99.068;0.05;1;1;102.295;0.06;1;1;100.265;0.057;1;1;102.34;0.06;1;1;101.991;0.049;1;1
FR057031530535;LM;100.671;0.087;1;1;97.983;0.072;1;1;102.135;0.09;1;1;99.067;0.09;1;1;98.603;0.054;1;1;96.113;0.069;1;1;101.063;0.074;1;1;100.045;0.114;1;1;101.956;0.094;1;1;94.485;0.078;1;1;95.161;0.093;1;1;96.939;0.088;1;1;94.625;0.092;1;1;95.47;0.076;1;1
FR057034127695;LM;101.978;0.148;1;1;100.498;0.121;1;1;100.556;0.151;1;1;92.368;0.151;1;1;101.772;0.089;1;1;90.751;0.116;1;1;104.17;0.124;1;1;102.386;0.195;1;1;102.488;0.158;1;1;97.701;0.129;1;1;92.242;0.153;1;1;97.748;0.146;1;1;95.368;0.153;1;1;89.867;0.124;1;1
FR057035383045;LM;101.73;0.198;4;2;102.971;0.163;4;2;101.73;0.199;4;2;97.668;0.2;4;2;101.204;0.118;4;2;95.796;0.155;4;2;98.129;0.166;4;2;97.387;0.256;4;2;100.443;0.209;4;2;94.508;0.172;4;2;101.383;0.204;4;2;100.474;0.194;4;2;98.441;0.203;4;2;102.606;0.166;4;2
FR057035818905;CH;125.349;0.178;1;1;89.653;0.153;1;1;124.829;0.184;1;1;112.641;0.184;1;1;96.34;0.119;1;1;106.438;0.149;1;1;97.602;0.157;1;1;110.083;0.218;1;1;111.728;0.188;1;1;96.136;0.167;1;1;101.771;0.196;1;1;92.694;0.185;1;1;91.157;0.192;1;1;95.184;0.163;1;1
FR057037131484;CH;123.085;0.192;3;2;92.799;0.162;3;2;112.156;0.196;3;2;102.872;0.196;3;2;99.692;0.125;3;2;97.385;0.156;3;2;98.523;0.165;3;2;113.021;0.242;3;2;110.459;0.202;3;2;94.561;0.173;3;2;105.649;0.204;3;2;95.425;0.194;3;2;98.788;0.202;3;2;100.371;0.169;3;2
FR057970014998;CH;126.058;0.078;1;1;87.48;0.065;1;1;119.126;0.081;1;1;115.495;0.081;1;1;95.945;0.049;1;1;97.118;0.063;1;1;94.971;0.067;1;1;114.795;0.101;1;1;114.411;0.084;1;1;97.464;0.071;1;1;107.666;0.084;1;1;101.939;0.08;1;1;99.559;0.083;1;1;103.559;0.069;1;1
FR057970235621;CH;128.336;0.238;1;1;86.776;0.214;1;1;122.814;0.249;1;1;113.071;0.247;1;1;93.508;0.185;1;1;105.286;0.211;1;1;94.576;0.219;1;1;113.745;0.274;1;1;110.966;0.248;1;1;100.709;0.237;1;1;108.641;0.276;1;1;103.946;0.259;1;1;100.452;0.266;1;1;99.96;0.237;1;1
FR058100066238;CH;126.651;0.112;1;1;82.14;0.096;1;1;117.57;0.117;1;1;116.156;0.116;1;1;95.954;0.087;1;1;106.281;0.094;1;1;97.374;0.098;1;1;108.121;0.135;1;1;111.217;0.117;1;1;100.04;0.108;1;1;108.438;0.128;1;1;101.96;0.12;1;1;98.493;0.124;1;1;101.764;0.109;1;1
FR058132995070;CH;125.533;0.056;1;1;84.515;0.045;1;1;118.45;0.057;1;1;116.273;0.057;1;1;96.445;0.033;1;1;101.279;0.043;1;1;97.68;0.046;1;1;110.292;0.076;1;1;111.126;0.06;1;1;98.963;0.048;1;1;106.488;0.058;1;1;101.904;0.055;1;1;95.282;0.058;1;1;100.893;0.047;1;1
FR058157006232;CH;118.455;0.074;1;1;83.615;0.061;1;1;123.327;0.077;1;1;119.263;0.077;1;1;88.354;0.046;1;1;104.201;0.058;1;1;100.74;0.062;1;1;110.888;0.097;1;1;108.616;0.08;1;1;102.175;0.066;1;1;110.173;0.079;1;1;107.347;0.074;1;1;97.406;0.078;1;1;102.988;0.064;1;1
FR058169034063;CH;135.055;0.23;1;1;78.953;0.206;1;1;111.534;0.24;1;1;105.872;0.238;1;1;101.772;0.174;1;1;100.062;0.203;1;1;100.737;0.21;1;1;120.393;0.267;1;1;110.974;0.24;1;1;102.772;0.227;1;1;111.203;0.265;1;1;101.656;0.249;1;1;101.088;0.256;1;1;105.31;0.227;1;1
FR058881095267;CH;123.415;0.117;1;1;82.368;0.1;1;1;114.813;0.122;1;1;110.316;0.122;1;1;96.051;0.082;1;1;105.184;0.098;1;1;98.459;0.103;1;1;104.947;0.145;1;1;104.932;0.124;1;1;99.724;0.111;1;1;108.117;0.132;1;1;103.803;0.124;1;1;98.848;0.128;1;1;102.417;0.11;1;1
FR058961250067;CH;129.298;0.075;1;1;85.762;0.062;1;1;116.268;0.078;1;1;112.046;0.078;1;1;100.539;0.047;1;1;105.476;0.059;1;1;91.591;0.063;1;1;107.445;0.099;1;1;111.036;0.081;1;1;93.315;0.067;1;1;99.37;0.08;1;1;96.668;0.076;1;1;88.353;0.079;1;1;93.922;0.065;1;1
FR058971275197;CH;135.084;0.8;53;11;80.091;0.757;53;11;140.882;0.787;53;11;126.917;0.79;53;11;90.223;0.56;53;11;93.015;0.74;53;11;95.467;0.755;53;11;108.019;0.845;53;11;114.16;0.796;53;11;80.584;0.751;53;11;90.335;0.796;53;11;87.81;0.788;53;11;81.058;0.803;53;11;90.67;0.718;53;11
FR063273510044;CH;124.62;0.141;2;2;82.347;0.117;2;2;114.291;0.144;2;2;118.892;0.144;2;2;94.692;0.087;2;2;100.882;0.113;2;2;97.847;0.12;2;2;109.998;0.18;2;2;108.414;0.149;2;2;96.116;0.126;2;2;104.045;0.149;2;2;100.803;0.141;2;2;95.533;0.148;2;2;100.4;0.122;2;2
FR063274047266;CH;128.074;0.408;4;2;85.343;0.357;4;2;101.042;0.407;4;2;102.56;0.408;4;2;103.429;0.264;4;2;93.341;0.345;4;2;96.569;0.361;4;2;115.659;0.477;4;2;109.993;0.416;4;2;105.655;0.371;4;2;114.709;0.424;4;2;112.665;0.407;4;2;100.004;0.421;4;2;107.72;0.358;4;2
FR063277938806;CH;125.504;0.522;11;6;95.391;0.461;11;6;128.011;0.514;11;6;118.91;0.517;11;6;94.952;0.322;11;6;104.321;0.443;11;6;97.52;0.463;11;6;105.66;0.601;11;6;107.961;0.528;11;6;92.824;0.468;11;6;94.265;0.527;11;6;88.976;0.511;11;6;83.879;0.529;11;6;88.353;0.445;11;6
FR063304098473;CH;124.372;0.075;1;1;87.64;0.062;1;1;117.682;0.077;1;1;114.591;0.077;1;1;96.783;0.046;1;1;98.046;0.059;1;1;99.434;0.063;1;1;112.79;0.098;1;1;111.435;0.08;1;1;99.648;0.067;1;1;109.104;0.08;1;1;104.435;0.075;1;1;98.579;0.079;1;1;103.83;0.065;1;1
FR063438561621;LM;100.248;0.119;2;1;102.184;0.097;2;1;98.262;0.121;2;1;99.063;0.122;2;1;99.499;0.072;2;1;98.866;0.093;2;1;106.798;0.1;2;1;98.767;0.156;2;1;93.762;0.127;2;1;96.897;0.104;2;1;98.325;0.124;2;1;101.392;0.118;2;1;97.377;0.123;2;1;96.834;0.101;2;1
FR065021587490;LM;100.287;0.243;4;1;97.424;0.206;4;1;99.123;0.246;4;1;101.763;0.247;4;1;99.152;0.151;4;1;106.942;0.198;4;1;106.179;0.209;4;1;87.785;0.302;4;1;85.779;0.254;4;1;100.268;0.218;4;1;104.844;0.255;4;1;103.81;0.243;4;1;108.577;0.253;4;1;103.999;0.21;4;1
FR065023598685;LM;99.243;0.228;3;2;93.994;0.193;3;2;100.293;0.232;3;2;101.179;0.232;3;2;98.42;0.143;3;2;98.347;0.186;3;2;108.77;0.196;3;2;92.542;0.283;3;2;89.323;0.239;3;2;103.141;0.205;3;2;102.255;0.24;3;2;101.519;0.229;3;2;103.201;0.238;3;2;98.745;0.198;3;2
FR069501370961;LM;100.044;0.087;1;1;97.047;0.073;1;1;98.324;0.09;1;1;95.846;0.09;1;1;101.377;0.055;1;1;99.401;0.07;1;1;100.706;0.074;1;1;101.611;0.111;1;1;103.613;0.093;1;1;96.495;0.079;1;1;97.138;0.094;1;1;98.221;0.089;1;1;98.643;0.093;1;1;95.939;0.077;1;1
FR069950061977;CH;120.87;0.383;3;2;81.685;0.329;3;2;135.379;0.381;3;2;113.629;0.382;3;2;90.907;0.233;3;2;95.916;0.315;3;2;94.896;0.332;3;2;116.252;0.458;3;2;119.452;0.391;3;2;96.116;0.339;3;2;104.372;0.39;3;2;101.559;0.375;3;2;91.68;0.39;3;2;98.76;0.324;3;2
FR071210002699;CH;112.786;0.426;6;4;90.134;0.368;6;4;129.645;0.422;6;4;120.912;0.423;6;4;87.16;0.259;6;4;111.103;0.353;6;4;90.84;0.371;6;4;108.175;0.505;6;4;105.29;0.434;6;4;104.422;0.378;6;4;117.734;0.432;6;4;108.376;0.417;6;4;110.551;0.433;6;4;109.491;0.36;6;4
FR071210180137;CH;126.665;0.055;1;1;84.913;0.044;1;1;123.586;0.056;1;1;116.81;0.056;1;1;94.529;0.033;1;1;97.858;0.042;1;1;96.32;0.045;1;1;109.858;0.075;1;1;109.325;0.059;1;1;105.964;0.048;1;1;111.133;0.057;1;1;107.233;0.054;1;1;97.542;0.057;1;1;102.998;0.046;1;1
FR071210223803;CH;128.074;0.315;2;1;86.533;0.283;2;1;107.522;0.324;2;1;104.161;0.322;2;1;101.628;0.239;2;1;85.914;0.278;2;1;100.669;0.288;2;1;118.975;0.362;2;1;113.624;0.325;2;1;98.762;0.306;2;1;108.302;0.353;2;1;101;0.334;2;1;95.669;0.343;2;1;105.906;0.304;2;1
FR071210289274;CH;117.732;0.251;1;1;88.023;0.226;1;1;110.19;0.262;1;1;109.78;0.259;1;1;98.603;0.204;1;1;103.802;0.224;1;1;89.633;0.231;1;1;111.717;0.285;1;1;116.398;0.26;1;1;92.419;0.251;1;1;98.437;0.292;1;1;95.293;0.274;1;1;87.772;0.281;1;1;99.398;0.253;1;1
FR071210682754;CH;118.509;0.245;1;1;82.254;0.217;1;1;112.932;0.253;1;1;113.758;0.252;1;1;100.289;0.182;1;1;110.135;0.212;1;1;90.092;0.221;1;1;115.174;0.286;1;1;113.232;0.255;1;1;100.943;0.237;1;1;109.153;0.276;1;1;109.572;0.261;1;1;94.293;0.268;1;1;104.488;0.236;1;1
FR071210744612;CH;123.668;0.303;3;2;85.891;0.27;3;2;123.713;0.311;3;2;110.496;0.31;3;2;98.593;0.224;3;2;97.182;0.264;3;2;105.544;0.274;3;2;116.905;0.353;3;2;111.675;0.313;3;2;105.912;0.291;3;2;115.329;0.337;3;2;107.059;0.319;3;2;101.325;0.328;3;2;105.76;0.289;3;2
FR071211617021;CH;147.136;0.731;35;9;83.361;0.684;35;9;110.306;0.72;35;9;116.53;0.722;35;9;105.596;0.514;35;9;108.052;0.667;35;9;97.5;0.683;35;9;109.148;0.784;35;9;115.512;0.729;35;9;107.319;0.683;35;9;113.643;0.735;35;9;115.129;0.723;35;9;101.51;0.739;35;9;107.763;0.655;35;9
FR071211618080;CH;114.525;0.646;20;1;89.296;0.594;20;1;119.497;0.637;20;1;120.508;0.639;20;1;91.215;0.439;20;1;95.286;0.577;20;1;102.776;0.594;20;1;111.515;0.708;20;1;106.152;0.646;20;1;107.345;0.598;20;1;115.193;0.656;20;1;116.401;0.64;20;1;97.056;0.657;20;1;103.859;0.574;20;1
FR071211626979;CH;118.761;0.597;7;3;88.225;0.544;7;3;110.546;0.59;7;3;104.646;0.592;7;3;97.861;0.402;7;3;92.545;0.528;7;3;115.331;0.545;7;3;102.543;0.662;7;3;104.305;0.599;7;3;96.459;0.551;7;3;100.42;0.61;7;3;96.607;0.593;7;3;86.509;0.609;7;3;94.913;0.53;7;3
FR071211734193;CH;129.507;0.595;16;1;95.691;0.538;16;1;128.602;0.586;16;1;118.066;0.588;16;1;99.133;0.384;16;1;108.884;0.52;16;1;86.75;0.539;16;1;117.318;0.664;16;1;110.924;0.597;16;1;95.266;0.543;16;1;104.992;0.602;16;1;97.24;0.586;16;1;96.374;0.603;16;1;99.127;0.519;16;1
FR071212613954;CH;118.11;0.335;8;1;87.444;0.285;8;1;121.331;0.335;8;1;117.32;0.336;8;1;95.213;0.203;8;1;91.476;0.273;8;1;104.942;0.288;8;1;104.351;0.408;8;1;103.563;0.345;8;1;101.249;0.296;8;1;107.209;0.343;8;1;100.58;0.329;8;1;99.403;0.343;8;1;98.944;0.283;8;1
FR071212698333;CH;122.249;0.239;1;1;88.064;0.215;1;1;115.473;0.25;1;1;110.959;0.248;1;1;99.73;0.189;1;1;101.276;0.213;1;1;97.986;0.22;1;1;115.681;0.274;1;1;109.07;0.249;1;1;102.571;0.238;1;1;113.434;0.278;1;1;106.582;0.261;1;1;101.606;0.267;1;1;107.483;0.24;1;1
FR071212722243;CH;119.34;0.534;10;2;87.211;0.482;10;2;114.658;0.53;10;2;106.497;0.531;10;2;103.333;0.363;10;2;98.027;0.469;10;2;108.192;0.485;10;2;103.764;0.6;10;2;101.132;0.538;10;2;102.959;0.494;10;2;111.084;0.553;10;2;105.991;0.535;10;2;98.105;0.55;10;2;102.785;0.478;10;2
FR071212839170;CH;122.91;0.504;13;6;73.406;0.445;13;6;114.43;0.498;13;6;116.843;0.5;13;6;97.245;0.312;13;6;107.634;0.427;13;6;100.227;0.446;13;6;104.682;0.582;13;6;106.407;0.51;13;6;98.676;0.452;13;6;101.08;0.51;13;6;99.994;0.494;13;6;85.749;0.511;13;6;93.917;0.43;13;6
FR071213194735;CH;129.225;0.778;49;9;98.102;0.732;49;9;116.141;0.764;49;9;95.336;0.767;49;9;100.77;0.54;49;9;96.088;0.715;49;9;109.763;0.73;49;9;128.629;0.826;49;9;112.169;0.774;49;9;87.431;0.727;49;9;98.446;0.775;49;9;90.666;0.766;49;9;89.943;0.781;49;9;93.467;0.695;49;9
FR071213214709;CH;126.583;0.058;1;1;82.497;0.047;1;1;114.029;0.059;1;1;112.832;0.059;1;1;98.102;0.035;1;1;101.755;0.044;1;1;92.87;0.048;1;1;111.19;0.079;1;1;113.426;0.063;1;1;99.717;0.05;1;1;106.637;0.06;1;1;103.65;0.057;1;1;92.871;0.06;1;1;99.669;0.049;1;1
FR071213219315;CH;124.295;0.154;3;1;88.763;0.127;3;1;116.774;0.157;3;1;108.322;0.157;3;1;98.921;0.092;3;1;109.951;0.121;3;1;93.675;0.129;3;1;114.284;0.201;3;1;116.113;0.163;3;1;100.373;0.134;3;1;111.257;0.159;3;1;102.245;0.152;3;1;101.536;0.159;3;1;105.581;0.129;3;1
FR071213335718;CH;106.481;0.411;10;4;89.653;0.356;10;4;111.194;0.408;10;4;105.994;0.41;10;4;94.413;0.259;10;4;103.187;0.343;10;4;102.022;0.359;10;4;115.918;0.486;10;4;111.382;0.418;10;4;98.584;0.368;10;4;110.17;0.421;10;4;103.504;0.405;10;4;98.993;0.42;10;4;102.674;0.353;10;4
FR071213398799;CH;125.927;0.063;1;1;86.755;0.052;1;1;117.52;0.065;1;1;113.622;0.065;1;1;97.948;0.039;1;1;98.971;0.049;1;1;99.465;0.053;1;1;109.775;0.084;1;1;109.053;0.068;1;1;103.539;0.056;1;1;110.748;0.067;1;1;106.376;0.063;1;1;98.155;0.066;1;1;103.985;0.054;1;1
FR071214235796;CH;127.039;0.131;1;1;88.452;0.11;1;1;117.203;0.135;1;1;107.577;0.135;1;1;100.154;0.082;1;1;98.857;0.105;1;1;100.342;0.112;1;1;107.246;0.168;1;1;112.165;0.14;1;1;98.291;0.118;1;1;105.695;0.14;1;1;99.962;0.133;1;1;95.007;0.138;1;1;99.679;0.115;1;1
