TierID_TVD;Rasse;ebv_LBEB_FUGLIEDERSTAERKE;rel_LBEB_FUGLIEDERSTAERKE;nDau_LBEB_FUGLIEDERSTAERKE;nHerd_LBEB_FUGLIEDERSTAERKE;ebv_LBEB_FUSTELLUNGVORNE;rel_LBEB_FUSTELLUNGVORNE;nDau_LBEB_FUSTELLUNGVORNE;nHerd_LBEB_FUSTELLUNGVORNE;ebv_LBEB_FUSPRUNGGELENKWINKELUNG;rel_LBEB_FUSPRUNGGELENKWINKELUNG;nDau_LBEB_FUSPRUNGGELENKWINKELUNG;nHerd_LBEB_FUSPRUNGGELENKWINKELUNG;ebv_LBEB_FUFESSELN;rel_LBEB_FUFESSELN;nDau_LBEB_FUFESSELN;nHerd_LBEB_FUFESSELN;ebv_LBEB_FUKLAUEN;rel_LBEB_FUKLAUEN;nDau_LBEB_FUKLAUEN;nHerd_LBEB_FUKLAUEN;ebv_LBEB_FOEUTERLAENGE;rel_LBEB_FOEUTERLAENGE;nDau_LBEB_FOEUTERLAENGE;nHerd_LBEB_FOEUTERLAENGE;ebv_LBEB_FOEUTERTIEFE;rel_LBEB_FOEUTERTIEFE;nDau_LBEB_FOEUTERTIEFE;nHerd_LBEB_FOEUTERTIEFE;ebv_LBEB_FOZITZENLAENGE;rel_LBEB_FOZITZENLAENGE;nDau_LBEB_FOZITZENLAENGE;nHerd_LBEB_FOZITZENLAENGE;ebv_LBEB_FOZITZENDICKE;rel_LBEB_FOZITZENDICKE;nDau_LBEB_FOZITZENDICKE;nHerd_LBEB_FOZITZENDICKE;ebv_LBEB_BEKONDITION;rel_LBEB_BEKONDITION;nDau_LBEB_BEKONDITION;nHerd_LBEB_BEKONDITION;ebv_LBEB_BESCHULTER;rel_LBEB_BESCHULTER;nDau_LBEB_BESCHULTER;nHerd_LBEB_BESCHULTER;ebv_LBEB_BELENDEN;rel_LBEB_BELENDEN;nDau_LBEB_BELENDEN;nHerd_LBEB_BELENDEN;ebv_LBEB_BESTOTZENRUNDUNG;rel_LBEB_BESTOTZENRUNDUNG;nDau_LBEB_BESTOTZENRUNDUNG;nHerd_LBEB_BESTOTZENRUNDUNG;ebv_LBEB_BESTOTZENLAENGE;rel_LBEB_BESTOTZENLAENGE;nDau_LBEB_BESTOTZENLAENGE;nHerd_LBEB_BESTOTZENLAENGE
FR071871100116;CH;136.672;0.469;1;1;84.381;0.428;1;1;111.357;0.472;1;1;118.058;0.472;1;1;102.437;0.35;1;1;112.735;0.42;1;1;91.527;0.432;1;1;98.784;0.522;1;1;110.047;0.476;1;1;98.277;0.449;1;1;104.384;0.506;1;1;102.766;0.485;1;1;90.689;0.496;1;1;102.62;0.442;1;1
FR071871186189;CH;126.855;0.118;1;1;91.997;0.1;1;1;115.519;0.123;1;1;116.497;0.122;1;1;95.887;0.083;1;1;101.718;0.098;1;1;93.519;0.103;1;1;112.185;0.146;1;1;110.422;0.125;1;1;102.287;0.111;1;1;109.119;0.132;1;1;109.035;0.124;1;1;97.302;0.128;1;1;101.856;0.11;1;1
FR071901097355;CH;131.149;0.757;26;8;88.437;0.711;26;8;129.915;0.745;26;8;123.365;0.747;26;8;87.073;0.521;26;8;101.497;0.694;26;8;95.151;0.71;26;8;111.136;0.807;26;8;104.866;0.754;26;8;97.543;0.708;26;8;102.879;0.757;26;8;107.28;0.747;26;8;97.334;0.762;26;8;92.664;0.676;26;8
FR071921240908;CH;114.7;0.762;33;10;88.67;0.718;33;10;120.215;0.75;33;10;118.128;0.753;33;10;96.455;0.533;33;10;100.867;0.701;33;10;91.581;0.716;33;10;132.541;0.81;33;10;120.379;0.759;33;10;102.716;0.715;33;10;114.288;0.764;33;10;105.968;0.753;33;10;102.389;0.768;33;10;109.626;0.685;33;10
FR071931109967;CH;121.846;0.19;1;1;82.357;0.168;1;1;112.913;0.198;1;1;108.62;0.197;1;1;98.748;0.144;1;1;110.181;0.165;1;1;89.222;0.171;1;1;120.102;0.224;1;1;119.493;0.199;1;1;102.857;0.186;1;1;113.737;0.218;1;1;107.95;0.205;1;1;98.747;0.211;1;1;107.788;0.186;1;1
FR071931168025;CH;103.872;0.499;10;6;86.176;0.447;10;6;117.485;0.496;10;6;119.781;0.497;10;6;93.874;0.333;10;6;116.61;0.433;10;6;90.374;0.45;10;6;114.889;0.567;10;6;110.953;0.505;10;6;101.981;0.459;10;6;108.138;0.517;10;6;109.255;0.499;10;6;92.894;0.514;10;6;102.649;0.443;10;6
FR071941138087;CH;125.242;0.264;3;2;81.002;0.23;3;2;115.4;0.27;3;2;118.672;0.27;3;2;98.189;0.186;3;2;104.889;0.224;3;2;90.204;0.234;3;2;116.6;0.315;3;2;118.199;0.274;3;2;100.043;0.248;3;2;109.879;0.289;3;2;108.926;0.274;3;2;93.446;0.283;3;2;106.143;0.244;3;2
FR071941396968;CH;128.793;0.246;2;1;82.539;0.216;2;1;114.766;0.253;2;1;117.041;0.252;2;1;98.777;0.177;2;1;111.186;0.211;2;1;91.398;0.22;2;1;101.93;0.291;2;1;110.974;0.256;2;1;104.277;0.234;2;1;109.773;0.273;2;1;107.277;0.258;2;1;96.123;0.266;2;1;103.719;0.232;2;1
FR071951180809;CH;125.179;0.081;1;1;87.619;0.066;1;1;115.129;0.083;1;1;108.568;0.083;1;1;99.865;0.049;1;1;98.003;0.063;1;1;101.668;0.068;1;1;108.252;0.108;1;1;108.81;0.087;1;1;101.691;0.071;1;1;109.395;0.085;1;1;105.349;0.08;1;1;97.97;0.084;1;1;102.466;0.068;1;1
FR071951224015;CH;131.416;0.809;42;15;89.492;0.769;42;15;97.926;0.797;42;15;94.627;0.8;42;15;107.889;0.576;42;15;75.469;0.753;42;15;107.468;0.767;42;15;120.723;0.851;42;15;113.83;0.805;42;15;97.806;0.763;42;15;109.035;0.806;42;15;99.261;0.799;42;15;96.021;0.813;42;15;107.4;0.731;42;15
FR071961024339;CH;110.454;0.126;1;1;82.833;0.102;1;1;124.663;0.128;1;1;113.008;0.128;1;1;89.269;0.075;1;1;100.086;0.098;1;1;99.856;0.105;1;1;109.907;0.166;1;1;107.553;0.134;1;1;97.062;0.109;1;1;105.722;0.13;1;1;101.141;0.124;1;1;97.389;0.13;1;1;100.467;0.105;1;1
FR071981140033;CH;119.694;0.055;1;1;84.044;0.045;1;1;120.493;0.057;1;1;114.051;0.057;1;1;93.825;0.033;1;1;100.747;0.042;1;1;98.605;0.046;1;1;102.766;0.075;1;1;109.453;0.06;1;1;96.129;0.048;1;1;103.167;0.058;1;1;99.143;0.054;1;1;91.961;0.057;1;1;97.603;0.046;1;1
FR071981491401;CH;127.875;0.105;2;2;84.256;0.085;2;2;117.048;0.107;2;2;116.273;0.107;2;2;98.208;0.063;2;2;101.236;0.081;2;2;101.559;0.087;2;2;100.296;0.139;2;2;102.075;0.112;2;2;102.33;0.091;2;2;109.483;0.108;2;2;105.678;0.103;2;2;96.747;0.108;2;2;102.04;0.088;2;2
FR079921014420;CH;130.887;0.618;6;2;89.001;0.572;6;2;108.754;0.613;6;2;102.923;0.614;6;2;103.468;0.44;6;2;97.109;0.559;6;2;97.014;0.574;6;2;111.506;0.674;6;2;105.538;0.62;6;2;92.05;0.582;6;2;101.371;0.64;6;2;103.353;0.622;6;2;89.475;0.636;6;2;94.188;0.564;6;2
FR081207502491;LM;101.482;0.057;1;1;95.163;0.046;1;1;104.935;0.059;1;1;101.638;0.059;1;1;98.497;0.034;1;1;99.174;0.044;1;1;100.288;0.047;1;1;101.936;0.078;1;1;102.372;0.062;1;1;102.416;0.05;1;1;103.539;0.059;1;1;104.535;0.056;1;1;103.927;0.059;1;1;101.585;0.048;1;1
FR081212614486;LM;104.649;0.083;1;1;97.429;0.068;1;1;101;0.086;1;1;99.464;0.086;1;1;101.763;0.051;1;1;94.844;0.065;1;1;100.033;0.07;1;1;102.84;0.11;1;1;102.479;0.089;1;1;106.159;0.074;1;1;107.351;0.088;1;1;107.537;0.083;1;1;107.158;0.087;1;1;105.693;0.071;1;1
FR081218138580;LM;103.294;0.055;1;1;98.909;0.044;1;1;105.375;0.056;1;1;106.243;0.056;1;1;98.854;0.033;1;1;98.393;0.042;1;1;99.628;0.045;1;1;99.828;0.074;1;1;100.213;0.059;1;1;101.51;0.047;1;1;100.99;0.057;1;1;102.324;0.054;1;1;101.421;0.057;1;1;98.697;0.046;1;1
FR081218138801;LM;102.24;0.068;1;1;99.008;0.055;1;1;101.123;0.07;1;1;93.301;0.07;1;1;102.1;0.041;1;1;92.219;0.053;1;1;103.358;0.057;1;1;103.028;0.092;1;1;104.132;0.073;1;1;93.859;0.06;1;1;92.705;0.071;1;1;96.582;0.067;1;1;95.888;0.071;1;1;92.34;0.058;1;1
FR081220736170;LM;97.435;0.173;1;1;91.691;0.148;1;1;99.158;0.179;1;1;98.307;0.178;1;1;98.834;0.117;1;1;102.597;0.144;1;1;103.212;0.151;1;1;95.017;0.214;1;1;100.703;0.183;1;1;98.053;0.161;1;1;100.115;0.19;1;1;98.534;0.18;1;1;102.207;0.186;1;1;100.709;0.158;1;1
FR081222245670;LM;98.873;0.101;1;1;99.096;0.084;1;1;100.957;0.104;1;1;98.057;0.104;1;1;99.672;0.063;1;1;97.484;0.08;1;1;103.728;0.086;1;1;97.364;0.132;1;1;98.848;0.108;1;1;98.228;0.09;1;1;99.972;0.107;1;1;99.366;0.102;1;1;102.557;0.106;1;1;99.306;0.088;1;1
FR081225957020;LM;98.218;0.057;1;1;96.731;0.046;1;1;101.394;0.058;1;1;96.272;0.058;1;1;98.815;0.034;1;1;95.422;0.044;1;1;102.644;0.047;1;1;101.374;0.078;1;1;101.226;0.062;1;1;96.94;0.049;1;1;97.199;0.059;1;1;95.773;0.056;1;1;99.189;0.059;1;1;97.468;0.048;1;1
FR081227755853;LM;96.512;0.156;3;1;100.943;0.127;3;1;103.78;0.158;3;1;106.243;0.158;3;1;96.272;0.093;3;1;90.622;0.122;3;1;107.458;0.13;3;1;98.964;0.203;3;1;99.442;0.165;3;1;90.663;0.136;3;1;91.976;0.161;3;1;90.221;0.153;3;1;96.348;0.16;3;1;93.177;0.13;3;1
FR081231361279;LM;102.716;0.111;2;1;101.548;0.09;2;1;96.876;0.113;2;1;95.809;0.113;2;1;102.552;0.067;2;1;97.391;0.086;2;1;102.861;0.092;2;1;99.041;0.147;2;1;99.941;0.118;2;1;103.464;0.096;2;1;105.174;0.115;2;1;105.979;0.109;2;1;105.687;0.114;2;1;103.017;0.093;2;1
FR081262997812;LM;98.543;0.141;2;1;93.445;0.117;2;1;99.417;0.144;2;1;98.215;0.144;2;1;99.403;0.088;2;1;99.684;0.112;2;1;104.177;0.119;2;1;99.284;0.182;2;1;103.114;0.149;2;1;96.973;0.125;2;1;94.277;0.148;2;1;95.291;0.141;2;1;98.085;0.147;2;1;94.41;0.121;2;1
FR081951356210;LM;104.615;0.262;1;1;100.167;0.226;1;1;94.52;0.267;1;1;99.008;0.267;1;1;103.554;0.172;1;1;99.502;0.219;1;1;108.906;0.23;1;1;96.882;0.318;1;1;95.345;0.273;1;1;99.085;0.241;1;1;102.049;0.281;1;1;100.404;0.267;1;1;99.574;0.277;1;1;101.75;0.235;1;1
FR085202440284;CH;120.321;0.629;21;1;79.476;0.577;21;1;113.527;0.621;21;1;114.147;0.623;21;1;99.094;0.431;21;1;110.39;0.561;21;1;90.986;0.577;21;1;119.563;0.692;21;1;116.142;0.63;21;1;95.955;0.583;21;1;106.788;0.641;21;1;106.146;0.625;21;1;86.394;0.641;21;1;101.353;0.56;21;1
FR085523941347;CH;120.51;0.821;58;14;76.661;0.783;58;14;118.968;0.809;58;14;112.784;0.811;58;14;97.669;0.595;58;14;115.381;0.767;58;14;89.892;0.781;58;14;103.216;0.861;58;14;109.07;0.817;58;14;112.686;0.777;58;14;123.747;0.818;58;14;123.307;0.811;58;14;102.629;0.824;58;14;115.238;0.745;58;14
FR085565478818;CH;124.406;0.057;1;1;85.627;0.046;1;1;119.416;0.059;1;1;113.335;0.059;1;1;96.06;0.034;1;1;100.689;0.044;1;1;98.802;0.047;1;1;112.299;0.077;1;1;111.131;0.062;1;1;96.238;0.05;1;1;103.936;0.06;1;1;100.601;0.056;1;1;92.758;0.059;1;1;99.311;0.048;1;1
FR085630179299;CH;120.258;0.068;1;1;83.527;0.055;1;1;116.199;0.07;1;1;108.858;0.07;1;1;94.962;0.041;1;1;101.067;0.053;1;1;93.832;0.057;1;1;117.626;0.091;1;1;118.681;0.073;1;1;99.859;0.06;1;1;104.965;0.071;1;1;97.291;0.068;1;1;91.741;0.071;1;1;97.85;0.058;1;1
FR085724566424;LM;104.625;0.481;9;3;90.465;0.426;9;3;99.235;0.477;9;3;91.703;0.479;9;3;102.812;0.305;9;3;97.041;0.411;9;3;103.113;0.428;9;3;102.634;0.554;9;3;98.593;0.488;9;3;100.762;0.436;9;3;102.313;0.493;9;3;99.503;0.476;9;3;103.094;0.492;9;3;105.485;0.418;9;3
FR085841043686;CH;124.236;0.379;1;1;86.776;0.341;1;1;113.415;0.385;1;1;106.739;0.384;1;1;104.036;0.268;1;1;103.553;0.333;1;1;96.528;0.346;1;1;101.417;0.432;1;1;102.566;0.389;1;1;94.64;0.361;1;1;103.703;0.413;1;1;99.009;0.394;1;1;92.267;0.404;1;1;98.373;0.355;1;1
FR085851040156;CH;106.544;0.781;29;8;85.767;0.741;29;8;110.874;0.77;29;8;114.775;0.772;29;8;93.691;0.568;29;8;106.029;0.726;29;8;90.69;0.74;29;8;110.003;0.824;29;8;113.492;0.778;29;8;85.378;0.739;29;8;86.889;0.784;29;8;85.84;0.774;29;8;75.855;0.788;29;8;95.092;0.71;29;8
FR085881082416;CH;124.994;0.093;1;1;92.737;0.076;1;1;108.692;0.095;1;1;102.391;0.095;1;1;101.676;0.057;1;1;106.02;0.073;1;1;94.247;0.078;1;1;118.867;0.121;1;1;115.743;0.099;1;1;99.305;0.082;1;1;108.235;0.098;1;1;99.305;0.093;1;1;98.406;0.097;1;1;102.253;0.08;1;1
FR085891012380;CH;127.107;0.067;1;1;86.248;0.055;1;1;117.678;0.069;1;1;111.771;0.069;1;1;98.882;0.042;1;1;98.329;0.053;1;1;98.537;0.056;1;1;115.399;0.09;1;1;113.2;0.072;1;1;100.08;0.059;1;1;109.386;0.071;1;1;103.517;0.067;1;1;98.244;0.07;1;1;103.385;0.058;1;1
FR085891033170;CH;116.901;0.672;16;6;91.676;0.62;16;6;103.402;0.662;16;6;104.22;0.664;16;6;101.04;0.451;16;6;120.927;0.603;16;6;95.249;0.62;16;6;111.022;0.731;16;6;109.437;0.671;16;6;89.912;0.623;16;6;97.284;0.679;16;6;96.96;0.665;16;6;84.923;0.681;16;6;94.13;0.596;16;6
FR085891077143;CH;117.28;0.172;3;3;92.028;0.143;3;3;117.871;0.175;3;3;110.632;0.175;3;3;93.469;0.107;3;3;102.268;0.137;3;3;97.313;0.146;3;3;119.494;0.22;3;3;114.654;0.181;3;3;103.299;0.153;3;3;114.427;0.18;3;3;105.207;0.171;3;3;102.444;0.179;3;3;107.507;0.148;3;3
FR085911025048;CH;116.624;0.344;2;1;88.333;0.295;2;1;116.929;0.344;2;1;105.663;0.345;2;1;93.161;0.211;2;1;95.498;0.283;2;1;101.988;0.298;2;1;107.123;0.416;2;1;110.537;0.354;2;1;104.037;0.306;2;1;106.646;0.354;2;1;102.02;0.34;2;1;93.29;0.353;2;1;93.989;0.294;2;1
FR085921034085;CH;127.098;0.109;1;1;85.778;0.092;1;1;118.535;0.113;1;1;108.333;0.113;1;1;101.57;0.074;1;1;109.084;0.089;1;1;94.743;0.094;1;1;115.878;0.137;1;1;113.744;0.116;1;1;99.048;0.101;1;1;107.978;0.12;1;1;100.091;0.113;1;1;95.322;0.118;1;1;102.035;0.1;1;1
FR085941020273;CH;120.442;0.158;2;2;86.538;0.133;2;2;118.462;0.162;2;2;110.735;0.162;2;2;93.806;0.099;2;2;95.538;0.127;2;2;96.13;0.135;2;2;114.809;0.199;2;2;116.435;0.167;2;2;95.381;0.142;2;2;101.271;0.168;2;2;97.796;0.159;2;2;91.729;0.166;2;2;95.736;0.138;2;2
FR085971080490;CH;126.689;0.101;1;1;84.691;0.085;1;1;122.296;0.105;1;1;120.273;0.105;1;1;93.7;0.065;1;1;102.127;0.082;1;1;91.156;0.087;1;1;121.593;0.13;1;1;122.555;0.108;1;1;99.177;0.092;1;1;107.675;0.11;1;1;101.835;0.104;1;1;97.455;0.108;1;1;101.73;0.09;1;1
FR085971105582;CH;125.436;0.111;1;1;90.408;0.095;1;1;112.87;0.116;1;1;104.914;0.115;1;1;102.514;0.074;1;1;109.336;0.092;1;1;99.489;0.097;1;1;108.076;0.139;1;1;106.518;0.119;1;1;101.829;0.104;1;1;114.454;0.123;1;1;105.685;0.116;1;1;106.068;0.12;1;1;110.11;0.102;1;1
FR085981099154;CH;133.369;0.137;2;1;83.672;0.115;2;1;120.447;0.141;2;1;112.983;0.141;2;1;98.545;0.086;2;1;98.992;0.11;2;1;98.418;0.117;2;1;115.69;0.176;2;1;114.032;0.146;2;1;100.475;0.123;2;1;107.53;0.146;2;1;103.376;0.138;2;1;96.594;0.144;2;1;99.872;0.119;2;1
FR086021426640;LM;90.382;0.581;13;6;100.653;0.529;13;6;96.729;0.575;13;6;90.33;0.577;13;6;102.35;0.39;13;6;99.088;0.514;13;6;113.853;0.531;13;6;86.502;0.646;13;6;87.271;0.584;13;6;99.833;0.537;13;6;99.224;0.596;13;6;96.297;0.579;13;6;105.817;0.595;13;6;97.913;0.517;13;6
FR086071576456;LM;99.194;0.056;1;1;97.611;0.046;1;1;103.437;0.058;1;1;101.039;0.058;1;1;97.938;0.034;1;1;96.921;0.043;1;1;104.813;0.047;1;1;99.432;0.076;1;1;99.244;0.061;1;1;97.892;0.049;1;1;99.149;0.059;1;1;99.101;0.056;1;1;100.418;0.058;1;1;98.755;0.047;1;1
FR086881008734;CH;130.061;0.203;1;1;94.729;0.171;1;1;116.284;0.207;1;1;112.167;0.207;1;1;107.012;0.126;1;1;88.105;0.164;1;1;93.363;0.174;1;1;118.853;0.255;1;1;125.445;0.213;1;1;98.917;0.182;1;1;105.198;0.214;1;1;102.317;0.203;1;1;95.542;0.212;1;1;99.045;0.176;1;1
FR086901002599;CH;100.331;0.587;11;5;81.566;0.536;11;5;128.077;0.581;11;5;122.576;0.583;11;5;78.77;0.396;11;5;111.837;0.521;11;5;89.528;0.537;11;5;117.769;0.65;11;5;122.778;0.59;11;5;100.284;0.544;11;5;100.333;0.603;11;5;89.818;0.586;11;5;93.056;0.601;11;5;99.505;0.524;11;5
FR086911106027;LM;102.371;0.066;1;1;99.349;0.054;1;1;101.857;0.068;1;1;99.096;0.068;1;1;99.759;0.04;1;1;95.28;0.052;1;1;103.314;0.055;1;1;100.17;0.088;1;1;100.818;0.071;1;1;98.567;0.058;1;1;98.589;0.07;1;1;99.25;0.066;1;1;100.36;0.069;1;1;97.328;0.056;1;1
FR086961124217;LM;94.083;0.196;3;3;94.718;0.165;3;3;96.536;0.2;3;3;97.973;0.2;3;3;99.875;0.122;3;3;94.994;0.158;3;3;100.502;0.168;3;3;105.612;0.246;3;3;104.581;0.206;3;3;95.197;0.176;3;3;90.159;0.207;3;3;91.616;0.196;3;3;94.068;0.205;3;3;91.12;0.17;3;3
FR086971001829;CH;119.631;0.066;1;1;88.313;0.054;1;1;112.693;0.068;1;1;111.264;0.068;1;1;96.628;0.04;1;1;99.383;0.052;1;1;95.413;0.055;1;1;113.511;0.088;1;1;112.993;0.071;1;1;99.305;0.058;1;1;108.904;0.07;1;1;104.324;0.066;1;1;98.383;0.069;1;1;103.095;0.057;1;1
FR086971115175;LM;97.11;0.217;1;1;92.773;0.193;1;1;101.618;0.226;1;1;99.287;0.224;1;1;98.69;0.163;1;1;105.034;0.19;1;1;100.703;0.197;1;1;101.223;0.253;1;1;98.259;0.227;1;1;99.203;0.213;1;1;102.143;0.249;1;1;100.516;0.234;1;1;102.395;0.24;1;1;101.74;0.212;1;1
FR086981116261;LM;94.734;0.167;3;2;106.318;0.139;3;2;92.709;0.17;3;2;95.266;0.17;3;2;99.759;0.102;3;2;95.833;0.132;3;2;108.015;0.141;3;2;89.861;0.215;3;2;92.431;0.177;3;2;96.235;0.147;3;2;95.082;0.174;3;2;97.597;0.166;3;2;96.308;0.173;3;2;93.825;0.142;3;2
FR087002215819;LM;111.616;0.211;4;1;89.798;0.176;4;1;119.898;0.214;4;1;115.627;0.214;4;1;96.108;0.129;4;1;98.378;0.168;4;1;93.665;0.179;4;1;102.928;0.268;4;1;102.141;0.221;4;1;100.992;0.186;4;1;97.402;0.219;4;1;98.095;0.208;4;1;94.368;0.218;4;1;94.759;0.179;4;1
FR087006704869;LM;103.561;0.08;1;1;101.579;0.065;1;1;96.432;0.082;1;1;96.445;0.082;1;1;103.843;0.049;1;1;94.389;0.062;1;1;101.196;0.067;1;1;103.074;0.106;1;1;102.793;0.086;1;1;98.94;0.07;1;1;97.087;0.084;1;1;100.161;0.08;1;1;99.473;0.083;1;1;96.612;0.068;1;1
FR087008401643;LM;99.927;0.186;1;1;100.172;0.155;1;1;110.688;0.189;1;1;104.37;0.189;1;1;98.083;0.113;1;1;98.513;0.148;1;1;99.853;0.158;1;1;107.14;0.237;1;1;103.609;0.196;1;1;101.272;0.164;1;1;103.245;0.194;1;1;106.754;0.184;1;1;103.883;0.193;1;1;99.819;0.158;1;1
FR087032001406;LM;102.959;0.129;1;1;97.088;0.109;1;1;102.274;0.134;1;1;100.551;0.133;1;1;102.408;0.085;1;1;95.084;0.106;1;1;108.988;0.112;1;1;94.347;0.162;1;1;92.95;0.137;1;1;103.655;0.119;1;1;101.55;0.141;1;1;103.559;0.133;1;1;101.513;0.139;1;1;98.3;0.117;1;1
FR087032001857;LM;100.384;0.147;2;2;93.89;0.123;2;2;110.658;0.151;2;2;109.688;0.151;2;2;97.245;0.093;2;2;94.832;0.118;2;2;109.28;0.126;2;2;96.001;0.187;2;2;95.263;0.156;2;2;95.193;0.133;2;2;94.925;0.157;2;2;96.953;0.149;2;2;96.215;0.155;2;2;93.999;0.129;2;2
FR087032002564;LM;101.948;0.167;2;1;101.915;0.143;2;1;96.818;0.173;2;1;102.372;0.172;2;1;101.897;0.112;2;1;98.113;0.138;2;1;105.789;0.146;2;1;96.494;0.208;2;1;97.83;0.177;2;1;102.712;0.155;2;1;103.191;0.183;2;1;103.759;0.173;2;1;104.065;0.179;2;1;101.638;0.152;2;1
FR087032004414;LM;90.931;0.722;39;9;106.396;0.67;39;9;76.722;0.709;39;9;91.597;0.712;39;9;102.861;0.479;39;9;92.76;0.65;39;9;112.686;0.668;39;9;96.318;0.78;39;9;97.624;0.72;39;9;105.299;0.667;39;9;100.878;0.721;39;9;105.047;0.709;39;9;102.291;0.726;39;9;97.371;0.635;39;9
FR087032004520;LM;103.289;0.421;10;5;92.742;0.366;10;5;105.56;0.418;10;5;101.616;0.42;10;5;104.325;0.261;10;5;90.394;0.351;10;5;111.639;0.369;10;5;89.633;0.497;10;5;91.397;0.429;10;5;100.413;0.376;10;5;96.766;0.43;10;5;102.21;0.415;10;5;94.906;0.43;10;5;92.04;0.36;10;5
FR087032004612;LM;99.315;0.109;1;1;97.207;0.093;1;1;106.974;0.114;1;1;98.167;0.113;1;1;99.316;0.078;1;1;98.264;0.091;1;1;103.603;0.096;1;1;97.821;0.134;1;1;98.465;0.115;1;1;94.531;0.104;1;1;93.138;0.123;1;1;96.723;0.116;1;1;94.409;0.119;1;1;92.717;0.103;1;1
FR087032005381;LM;86.355;0.457;9;4;104.87;0.401;9;4;98.235;0.454;9;4;94.84;0.455;9;4;94.615;0.286;9;4;100.043;0.386;9;4;109.865;0.404;9;4;91.162;0.532;9;4;95.337;0.464;9;4;82.62;0.411;9;4;83.504;0.467;9;4;84.477;0.451;9;4;87.113;0.467;9;4;85.871;0.394;9;4
FR087032005459;LM;101.934;0.467;13;4;91.36;0.408;13;4;109.719;0.462;13;4;108.649;0.463;13;4;94.086;0.287;13;4;100.95;0.392;13;4;109.963;0.41;13;4;86.844;0.546;13;4;84.007;0.474;13;4;99.114;0.416;13;4;98.476;0.473;13;4;101.176;0.457;13;4;99.461;0.474;13;4;95.31;0.397;13;4
FR087032005886;LM;94.919;0.634;23;5;88.458;0.576;23;5;118.802;0.623;23;5;107.338;0.626;23;5;93.084;0.406;23;5;86.596;0.557;23;5;101.518;0.576;23;5;95.733;0.702;23;5;98.457;0.634;23;5;85.536;0.578;23;5;85.605;0.636;23;5;88.149;0.622;23;5;86.564;0.639;23;5;87.598;0.549;23;5
FR087032006074;LM;100.627;0.337;6;4;88.235;0.288;6;4;114.878;0.337;6;4;110.706;0.337;6;4;94.789;0.208;6;4;95.87;0.276;6;4;106.781;0.291;6;4;106.325;0.408;6;4;101.882;0.346;6;4;106.439;0.3;6;4;106.019;0.347;6;4;107.813;0.332;6;4;107.635;0.346;6;4;102.524;0.288;6;4
FR087032006630;LM;108.293;0.483;13;6;94.967;0.425;13;6;105.545;0.478;13;6;102.218;0.48;13;6;105.76;0.301;13;6;84.494;0.409;13;6;112.333;0.427;13;6;100.983;0.56;13;6;97.789;0.489;13;6;96.782;0.434;13;6;99.887;0.491;13;6;98.506;0.475;13;6;101.736;0.491;13;6;99.679;0.414;13;6
FR087032007828;LM;104.246;0.413;10;3;94.123;0.359;10;3;110.105;0.411;10;3;106.46;0.412;10;3;98.786;0.258;10;3;99.487;0.345;10;3;103.796;0.362;10;3;91.572;0.489;10;3;90.964;0.421;10;3;106.617;0.37;10;3;105.689;0.423;10;3;106.366;0.407;10;3;105.297;0.422;10;3;102.524;0.354;10;3
FR087032007965;LM;94.749;0.093;1;1;99.83;0.078;1;1;103.769;0.096;1;1;99.133;0.096;1;1;96.214;0.06;1;1;93.541;0.075;1;1;100.308;0.079;1;1;101.776;0.12;1;1;102.611;0.099;1;1;95.76;0.084;1;1;97.09;0.101;1;1;96.236;0.095;1;1;97.574;0.099;1;1;97.894;0.082;1;1
FR087032010583;LM;93.675;0.167;3;2;110.375;0.138;3;2;101.795;0.169;3;2;99.596;0.169;3;2;98.401;0.102;3;2;92.935;0.132;3;2;109.317;0.14;3;2;90.004;0.215;3;2;92.171;0.176;3;2;91.786;0.146;3;2;90.571;0.173;3;2;93.503;0.165;3;2;90.281;0.172;3;2;90.772;0.141;3;2
FR087032011320;LM;92.898;0.296;6;2;101.113;0.251;6;2;101.498;0.297;6;2;98.659;0.298;6;2;97.216;0.182;6;2;91.036;0.24;6;2;103.82;0.254;6;2;93.212;0.365;6;2;94.826;0.306;6;2;98.567;0.262;6;2;98.252;0.305;6;2;96.577;0.292;6;2;96.562;0.304;6;2;97.071;0.252;6;2
FR087032011368;LM;105.057;0.451;13;1;90.626;0.392;13;1;102.336;0.446;13;1;98.351;0.448;13;1;101.291;0.274;13;1;101.982;0.375;13;1;100.883;0.394;13;1;109.091;0.532;13;1;99.697;0.459;13;1;102.106;0.401;13;1;102.915;0.457;13;1;104.755;0.441;13;1;102.898;0.458;13;1;100.506;0.382;13;1
FR087032011528;LM;90.62;0.374;8;2;102.552;0.322;8;2;96.378;0.372;8;2;97.154;0.373;8;2;98.969;0.233;8;2;102.299;0.309;8;2;107.828;0.325;8;2;95.337;0.447;8;2;96.379;0.382;8;2;93.569;0.333;8;2;94.116;0.384;8;2;87.729;0.369;8;2;102.967;0.383;8;2;96.225;0.32;8;2
FR087032011856;LM;110.615;0.411;9;3;99.861;0.357;9;3;111.275;0.409;9;3;110.265;0.41;9;3;101.522;0.27;9;3;92.803;0.345;9;3;111.017;0.361;9;3;88.41;0.484;9;3;89.126;0.418;9;3;100.294;0.37;9;3;101.671;0.424;9;3;103.555;0.407;9;3;102.12;0.422;9;3;101.416;0.358;9;3
